text,label
"Premise: yes uh i bought a uh Bristol thirty five five for my wife

Hypothesis: I bought the Bristol from the old pawn shop near the docks.",1
"Premise: so i'll probably say you know it's like well we've been talking for five six minutes so okay

Hypothesis: We've been talking about 5 or 6 minutes ago because I called you.",1
"Premise: Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset.

Hypothesis: Experts say you should never try to make a catch after sunset.",2
"Premise: Ricky Martin was filming his triumphant return to the gay porn industry.

Hypothesis: Ricky Martin is a gay porn star.",0
"Premise: [I]n You're the Top Porter does not capitalize on the text's potential for realism.

Hypothesis: The text has a potential for realism that is unrealized.",0
"Premise: He charged Jon, knife high.

Hypothesis: He charged Jon with a bloody knife.",1
"Premise:  The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.

Hypothesis: Ancient Egyptians use papyrus leaves for paper.",0
"Premise: Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.

Hypothesis: The ANC would be in charge of land reform.",0
"Premise: Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.

Hypothesis: If parents who receive tax cuts end up spending more on goods, interest rates could go up.",1
"Premise: Nowadays, a poverty lawyer working for one of New York's many agencies representing the indigent - including Legal Aid, the South Brooklyn Legal Services, the Lawyers Alliance for New York, InMotion, the Lawyers Committee for Human Rights, Volunteers of Legal Service, the Bronx Defenders and New York Lawyers for the Public Interest - might begin his or her career at $32,000 per annum, compared with the $125,000 average first-year associate salary at the city's larger firms.

Hypothesis: Larger firms often pay lawyers a larger salary.",0
"Premise: A fresh access of pain seized the unfortunate old lady. 

Hypothesis: The lady lay calmly, with no signs of pain on her face.",2
"Premise: There are no means of destroying it; and he dare not keep it. 

Hypothesis: He should keep it with him.",2
"Premise: i'm not exactly sure

Hypothesis: I'm completely sure.",2
"Premise: As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.

Hypothesis: EPA couldn't ensure it was directing its efforts toward the environmental problem.",0
"Premise: In addition, the senior executives at these organizations demonstrated their sustained commitment to financerelated improvement initiatives by using key business/line managers to drive improvement efforts, attending key meetings, ensuring that the necessary resources are made available, and creating a system of rewards and incentives to recognize those who support improvement initiatives.

Hypothesis: This system of rewards and incentives will hopefully improve company performance.",1
"Premise: But it was quite a natural suggestion for a layman to make.""

Hypothesis: The layman's suggestion was not unreasonable. ",0
"Premise: those little kids don't understand it

Hypothesis: The younger kids don't understand the more complex assignments they're given. ",1
"Premise: oh sure sure right um-hum right

Hypothesis: Whatever you say",1
"Premise: once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right

Hypothesis: I was watching a program about NASA.",0
"Premise: yeah i try to no i uh uh try not to use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i can't manage

Hypothesis: I don't think insecticides are bad at all, I use them all the time",2
"Premise: De Wit worked from likenesses of actual monarchs to produce his portraits.

Hypothesis: To create his portraits, De Wit used the likenesses of real monarchs.",0
"Premise: When people are late, it makes it hard to keep things working in a rational fashion.

Hypothesis: People have to be on time for the work to be well made.",0
"Premise: In 1654 Oliver Cromwell, Lord Protector of England, dispatched a British fleet to the Caribbean to break the stranglehold of the Spanish.

Hypothesis: Cromwell sent nobody to the Caribbean.",2
"Premise: He was crying like his mother had just walloped him.

Hypothesis: He was crying like his mother hit him with a spoon.",1
"Premise: yeah well we veered from the subject

Hypothesis: Indeed we got away from the original subject.",0
"Premise: The other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account.

Hypothesis: The fund collects interest much like a large commercial account.",0
"Premise: The last stages of uploading are like a mental dry-heave.

Hypothesis: Uploading your consciousness feels like a mental dry-heave in the final stages.",1
"Premise: The White House denies this.

Hypothesis: The White House, off the record, knows it to be true.",1
"Premise: well his knees were bothering him yeah

Hypothesis: His knees were giving him problems.",0
"Premise: for one twelve dollar check

Hypothesis: Several checks for twelve dollars.  ",2
"Premise: The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.

Hypothesis: Congress told LSC how to run their business affairs.",0
"Premise: from from personal parties or from these uh phone answering phone uh commercial things

Hypothesis: Do you get arrested from personal parties?",1
"Premise: Previously, at the request of the Republican Ranking Minority Member of the House Committee on Government Operations, GAO reviewed activities of President Clintonas Task Force on Health Care Reform and was provided with an extensive listing of working group participants drawn from the government and from outside organizations.

Hypothesis: The reviewing has been taken place without the request of the Republican member previously.",2
"Premise: Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?

Hypothesis: Your support is unwavering.",0
"Premise: and see if Kansas if Kansas yeah but then you know it could be what if they're not hitting that night or they're low or anything and see i i feel like the college you know it's kids it's still kids

Hypothesis: If it's college, they are adults.",2
"Premise: The draft treaty was Tommy's bait.

Hypothesis: The treaty bait was not for Tommy.",2
"Premise: is that what you ended up going into

Hypothesis: So that must be what you chose to do?",0
"Premise: Net nonfederal saving

Hypothesis: The net saving does not include federal saving",0
"Premise: Sometimes more than one denomination shares one church.

Hypothesis: One church always has one denomination.",2
"Premise: The city was founded in the third millennium b.c. on the north shore of the bay, and reached a peak during the tenth century b.c. , when it was one of the most important cities in the Ionian Federation the poet Homer was born in S myrna during this period.

Hypothesis: In the year 150 b.c is when the city was founded.",2
"Premise: I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.

Hypothesis: According to the research I've seen, the average person hundreds of years ago heard many more words over the course of the day compared to a modern human being.",2
"Premise: But even managers who try to stay alert to these forces often gather their information anecdotally or informally.

Hypothesis: Managers often gather their information anecdotally or informally.",0
"Premise: We're going to try something different this morning, said Jon.

Hypothesis: Jon decided to try a new hobby.",1
"Premise: The large scale production of entertainment films is a phenomenon well worth seeing several times.

Hypothesis: The production of entertainment films is elaborate and large scaled.",0
"Premise: There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions

Hypothesis: Instead of sampling humans for this data, researchers sampled pet rocks.",2
"Premise: The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.

Hypothesis: The renowned Theban queen Nefertari has a tomb which is always open to the public (number 66).",2
"Premise: him?"" she asked.

Hypothesis: She is shocked to know that it was him.",1
"Premise: The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.

Hypothesis: Higher GDP growth in recent years has been contributed to increased investment.",0
"Premise: More detailed implementation plans also will be necessary to address business system, processes, and resource issues.

Hypothesis: Detailed implementation plans are necessary to address business system, processes and resources ",0
"Premise: Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.

Hypothesis: Air conditioning is the primary reason for the demise of outdoor gathering.",0
"Premise: I'm sure he'll be back to work soon enough- it's only a leg wound, barely broken flesh.

Hypothesis: The legs are bandaged and are feeling better.",1
"Premise: But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.

Hypothesis: Banks, airlines, and communications companies support terrorists.",1
"Premise: There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions

Hypothesis: The research that went into this report is potentially faulty.",0
"Premise: ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

Hypothesis: Math is used to analyze economic data",0
"Premise: Instead, we could recommend that, compared with other settings, the prevalence of alcohol problems among ED patients makes it worthy of careful consideration.

Hypothesis: The relationship between alcohol-dependent ED patients should be explored.",1
"Premise: For himself he chose Atat??rk, or Father of the Turks.

Hypothesis: Ataturk was the father of the Turkish nation.",0
"Premise: I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were on intimate terms.

Hypothesis: It was proven that Mrs. Vandemeyer and the girl had an affair",1
"Premise: Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.

Hypothesis: The FDA has conducted many workshops over its operating years. ",1
"Premise: 2) This particular instance of it stinks.

Hypothesis: This instance stinks. ",0
"Premise: A man like me cannot fail… .

Hypothesis: A man of my character can only fail.",2
"Premise: agencies' operating trust, enterprise and internal service funds) are required to produce auditable financial statements.

Hypothesis: Agencies in financial trouble are usually audited.",1
"Premise: The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.

Hypothesis: The US market was not ready for the cane plantations.",2
"Premise: Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.

Hypothesis: Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.",0
"Premise: do you really romance

Hypothesis: Do you really love him?",1
"Premise: you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal

Hypothesis: We have some money on there",0
"Premise: A clean, wholesome-looking woman opened it.

Hypothesis: The woman was trying to be desecrate. ",1
"Premise:  said San'doro.

Hypothesis: San'doro said nothing. ",2
"Premise: i've even heard of some people being sexually abused

Hypothesis: Some people are sexually abused by nurses.",1
"Premise: The NYT , in its front-page coverage, says the plane was flying far lower than the rules for training missions allow.

Hypothesis: The NYT also reported that the plane was shot down on order of the President. ",1
"Premise: The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach.

Hypothesis: They expelled him from Rand because he commited a crime",0
"Premise: i think it's ninety two

Hypothesis: I guess it is ninety two.",0
"Premise: AC Green's pretty good

Hypothesis: AC Green's a horrible player.",2
"Premise: exactly and when i'm sitting here on the sofa cross-stitching and all of a sudden somebody a man's got their hand on my door knob it's like uh like oh no and so i don't i don't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or

Hypothesis: A man tried to enter the house so that he could rob it. ",1
"Premise: An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  

Hypothesis: A traveler said the settlement was prospering. ",0
"Premise: China's civil war sent distressing echoes to Hong Kong.

Hypothesis: Japan fought a civil war.",2
"Premise: They copied Louis XIV's centralized administration and tax-collection, and by the 18th century Turin was a sparkling royal capital built, quite unlike any other Italian city, in classical French manner.

Hypothesis: Turin was possible due to new centralized control and collection of taxes.",0
"Premise: Sphinxes were guardian deitiesinEgyptianmythologyandthis was monumentalprotection,standing73 m (240 ft)longand20 m (66 feet) high.

Hypothesis: Sphinxes were supposed to be to keep people company.",2
"Premise: Its scorecard included measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.

Hypothesis: Accuracy and speed were included measurements on the scorecard.",0
"Premise: In both Britain and America, the term covers nearly everybody.

Hypothesis: In both Britain and America the term covers almost everyone except for Israelites.",1
"Premise: By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins, an intranet web site, and presentations to new employees.

Hypothesis: There new employees are a risk.",1
"Premise: Favorite items that will help preserve your memories of the rugged Lakeland countryside are clothing or blankets made from the local Herdwick wool, coasters of polished slate, or walking sticks with ram's-horn handles.

Hypothesis: Most competitors get a blanket that commemorates their experience.",1
"Premise: He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi.

Hypothesis: The capital has never moved locations in its history. ",2
"Premise: ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

Hypothesis: Economic models are not related to data",2
"Premise: that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the

Hypothesis: I dislike it when they give you information in a novel.",2
"Premise: Some bugs are hell to track down.

Hypothesis: Bugs are always easy to catch.",2
"Premise: they don't allow they don't do that

Hypothesis: They don't do that and it's not permitted.",0
"Premise: Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.

Hypothesis: Court officials don't get involved in figuring out how people will get legal help.",2
"Premise: for me now the address is the same you know my my office address

Hypothesis: My office won't accept any personal mail.",1
"Premise: That word boustrophedon describes writing that goes from left to right on the first line, then right to left on the second, then left to right on the third, and so on; it comes from a Greek word describing the turning in a field of an ox and plow.

Hypothesis: Writing that alternates directions on each line is called boustrophedon.",0
"Premise: I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. 

Hypothesis: The man yelled that he would sit down, and sit down he did.",2
"Premise: It's just the beginning!""

Hypothesis: A great journey is about to begin!",1
"Premise: Silverwork and Pewter

Hypothesis: Petwer and Silverwork are not comparable.",1
"Premise: The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.

Hypothesis: The setup rewards political lobbying.",0
"Premise: i think it's real good anyway it's it's been it was nice meeting you

Hypothesis: It was nice meeting you on this sunny day",1
"Premise: that would be good what'd you say

Hypothesis: I am interested in what you'd say.",0
"Premise: Not quite as large is the Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.

Hypothesis: More than a million people gathered to celebrate mass when Pope John Paul II visited in 1979.",0
"Premise: All of them slept in one cave on animal skins, a single large clay pot cooked all of their food.

Hypothesis: They used multiple clay pots to cook their food.",2
"Premise: Or just a philosophy of any weapon to hand?

Hypothesis: They don't allow any weapon.",2
"Premise: In fact, European nations need to do some serious fiscal housecleaning.

Hypothesis: There needs to be some serious fiscal housecleaning by European nations.",0
"Premise: Local legend claims that he wrote part of his great saga, Os Lusadas, in what is now called the Camees Grotto, situated in the spacious tropical Camees Garden.

Hypothesis: It is claimed that half of Os Lusadas was written by him in the Camees Garden.",1
"Premise: True devotees talk shop at even more specialized groups, such as one on Northeastern weather (ne.weather), whose recent conversation topics included the great blizzard of 1978 and the freak snowstorm of May 1977.

Hypothesis: Participation in specialized groups leads to more in depth understanding. ",1
"Premise: Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and how a CIO might best fit within their management structures to guide technology solutions.

Hypothesis: Executives should not consider how information technology is currently used when crafting a CIO.",2
"Premise: The conversation he had overheard had stimulated his curiosity.

Hypothesis: The converstaion made him curious.",0
"Premise: But Fish is not an upbeat pragmatist.

Hypothesis: Fish is not an upbeat pragmatist. ",0
"Premise: He felt the off-hand dagger's weight in the small of his back.

Hypothesis: The knife was still in the sheath.",2
"Premise: We look forward to receiving comments from the readers of this paper.

Hypothesis: Someone likes to get comments from readers of a paper.",0
"Premise: Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.

Hypothesis: The private delivery firm would struggle to provide the same services as the postal service.",1
"Premise: Oh yeah? San Barenakedino? How's he? Clarisse and Onardo both asked.

Hypothesis: Clarisse and Onardo don't care how San Barenakedino is doing.",2
"Premise: football and baseball and

Hypothesis: Both football and baseball.",0
"Premise: What you say about Lawrence is a great surprise to me, I said. 

Hypothesis: I think Lawrence is telling the truth, so what you say is a surprise.",1
"Premise: Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.

Hypothesis: The promise of our government is met regardless if everyone can afford that access",2
"Premise: The first historical mention of Agra is in 1501, when Sultan Sikandar Lodi made it his capital.

Hypothesis: Agra still exists to this day as a capital.",1
"Premise: Possibly, but strychnine is a fairly rapid drug in its action. 

Hypothesis: Strychnine is a very fast moving water current. ",2
"Premise: This tourist heartland is also home to 100,000 Jamaicans who live in the hills surrounding the town.

Hypothesis: Very few Jamaicans live anywhere near this town, which is like an abandoned wasteland.",2
"Premise: The Implementation of National and European Legislation Concerning Air Emissions from Large Combustion Plants in Germany

Hypothesis: European legislation does not address German air emissions.",2
"Premise: Catch up on the Indian avant-garde and the bohemian people of Caletta at the Academy of Fine Arts on the southeast corner of the Maidan.

Hypothesis: In South-Eastern Maidan you will find the Academy of Fine Arts.",0
"Premise: did oh they're they are everywhere they

Hypothesis: They are only in one area.",2
"Premise: um-hum yeah we're still pretty much you know in winter as far as that goes here

Hypothesis: It has been winter here for years.",1
"Premise: i wish it was as good over here as it is over there but if you're the

Hypothesis: I am glad it is better here than over there.",2
"Premise: Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.

Hypothesis: Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.",0
"Premise: Ca'daan saw confidence flow back into the young man.

Hypothesis: Ca'daan saw the man lose all confidence.",2
"Premise: That analysis is guided by an economist's faith in the maxim that people are generally pretty good at looking out for their own interests.

Hypothesis: People focus on the good of others ",2
"Premise: Improved products and services   Initiate actions and manage risks to develop new products and services within or outside the organization.

Hypothesis: Managed risks lead to new products",0
"Premise: His heels clicked together.

Hypothesis: His heels did not touch together.",2
"Premise: yeah it's just a matter of education i think

Hypothesis: I think how successful someone is just depends on education.",1
"Premise: if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field

Hypothesis: It has rained enough to flood everything here and make rice pattys.",0
"Premise: It shows clearly enough that my poor old friend had just found out she'd been made a fool of!

Hypothesis: I could see that my friend had been humiliated by the situation. ",0
"Premise: Nash showed up for an MIT New Year's Eve party clad only in a diaper.

Hypothesis: Nash appeared at a New Year's Eve party with only a diaper.",0
"Premise: In fact, you're going to be rewarded.

Hypothesis: Sorry, you're going to be fined.",2
"Premise: In fact, you're going to be rewarded.

Hypothesis: Indeed, you will get a prize.",0
"Premise: Kicked out of the house when she was only 16 (she was called Suzie in those days), Roy went to Delhi and then to architecture school, supporting herself by selling empty milk bottles (some say beer bottles).

Hypothesis: Roy had to sell bottles to make money.",0
"Premise: Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs.

Hypothesis: They are able to have the same vision because of their previous involvement. ",0
"Premise: The next year, he built himself a palace, Iolani, which can still be toured in Honolulu.

Hypothesis: Lolani was built in only 1 year.",1
"Premise: The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century.

Hypothesis: The Celts arrived during the Roman withdrawal.",0
"Premise: Keep your eyes open for Renaissance details, grand doorways, and views into lovely courtyards.

Hypothesis: Pay attention and you will see beautiful Renaissance doorways and courtyards.",0
"Premise: And who should decide?

Hypothesis: Someone should make the decision.",1
"Premise: But it just might be because he's afraid he'll lose his No.

Hypothesis: He's definitely not afraid of losing his No.",2
"Premise: First, we can acknowledge, and maybe even do something about, some of the disaffecting fallout from globalization, such as pollution and cultural dislocation.

Hypothesis: We can acknowledge there is fallout from globalization around the world.",0
"Premise: Bauerstein had been at Styles on the fatal night, and added: ""He said twice: 'That alters everything.' And I've been thinking. 

Hypothesis: Styles is responsible for what happened. ",1
"Premise: The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.

Hypothesis: An annual household income of under $22,000 a year for a family of four disqualifies families for LSC services.",2
"Premise: Czarek was welcomed enthusiastically, even though the poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-exotic chicken farm in Fodder Band nearby Podunkowice.

Hypothesis: Czarek was welcomed into the group by the farmers.",0
"Premise: Ca'daan saw confidence flow back into the young man.

Hypothesis: The young man became more confident.",0
"Premise: The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it.

Hypothesis: Kal is whistling into Vrenna's face.",1
"Premise:  Other villages are much less developed, and therein lies the essence of many delights.

Hypothesis: The other villages and settlements are not as developed.",0
"Premise: Indeed, said San'doro.

Hypothesis: They were certain.",0
"Premise: Yet Mrs. Inglethorp ordered a fire! 

Hypothesis: Mrs. Inglethorp asked for a fire in spite of that.",0
"Premise: Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky.

Hypothesis: Linda Tripp was not indicted. ",2
"Premise: You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.

Hypothesis: Cambridge, Manchester and Sheffield are all in Jamaica. ",0
"Premise: Waldemar Szary, a food technician at the OSM 'Paziocha', was having a very bad day - the kind of a very bad day, which normally comes after one of those very good days.

Hypothesis: Waldemar Szary was having the best day of her young life. ",2
"Premise: '  Blankley replies, And there are fund-raisers going out in other parts of the country to raise  'The conservatives are coming, the conservatives are coming.

Hypothesis: Blankley replies, there are fundraisers in other parts of the country to raise ""the conservatives are coming"".",0
"Premise: To be fair, Si doesn't pay for all such treats.

Hypothesis: Si only pays for some treats.",1
"Premise: i think that yeah i think and i i think that's real important

Hypothesis: ""I truly believe that that's really important for us to know.""",1
"Premise: oh does it sure

Hypothesis: oh, does it do that? of course",0
"Premise: Changes in technology and its application to electronic commerce and expanding Internet applications will change the specific control activities that may be employed and how they are implemented, but the basic requirements of control will not have changed.

Hypothesis: Changes in technology will change how certain control activities are implemented. ",0
"Premise: We come to a little difficulty here, since Mrs. Inglethorp never drank it.""

Hypothesis: Mrs. Inglethorp definitely drank it. ",2
"Premise: The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives

Hypothesis: Bill Archer has never held government office in his entire life.",2
"Premise: To help ensure the success of GPRA, the CFO Council, which the CFO Act created to provide the leadership foundation necessary to effectively carry out the Chief Financial Officers' responsibilities, established a GPRA Implementation Committee.

Hypothesis: The GPRA was successful. ",1
"Premise: It lacked intelligence, introspection, and humor--it was crass, worthy of Cosmopolitan or Star . I do have a sense of humor, but can only appreciate a joke when it starts with a grain of truth.

Hypothesis: The article won a Pulitzer Prize.",2
"Premise: But the state does arguably have an interest, compatible with the First Amendment, in stipulating the way those media are used, and Fiss' discussion of those issues is the least aggravating in his book.

Hypothesis: It is 100% clear that the state has no interest in media use. ",2
"Premise: He's been mean-spirited and vicious for so long that editors and reporters are tired of hearing about it.

Hypothesis: Editors and reporters are tired of hearing about it since he has been vicious for long, however they are giving him a chance.",1
"Premise: But there's John ”and Miss Howard, surely they were speaking the truth?""

Hypothesis: I would trust them with my life.",1
"Premise: Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.

Hypothesis: Wanniski and company have been drubbed by the Wall Street Journal",0
"Premise: Research and development is composed of

Hypothesis: Research and development is composed of orchestra instruments.",1
"Premise: And that squatting he does--it's as uncomfortable as it looks.

Hypothesis: He squats because his back is bothering him.",1
"Premise: If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).

Hypothesis: It would be helpful if we could have a soft and hard copy of your comments.",0
"Premise: okay okay that's it that GTE had purchased Tigon and yeah that's what we have

Hypothesis: Tigon is definitely part of GTE now. ",0
"Premise: Charles Geveden has introduced legislation that will increase the Access to Justice supplement on court filing fees.

Hypothesis: Charles Geveden initiated a law that will essentially lower court filing fees.",2
"Premise: I could've afforded a much swankier, up-town place- or at least, a slightly swankier, mid-town place- but all that space would just encourage me to clutter.

Hypothesis: I was rich enough to afford something better, but I didn't want to have clutter around.",0
"Premise: yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session

Hypothesis: Even if they say its more positive than what it seems we will have to go to a counseling session. ",0
"Premise: uh and i think even Electric Light Orchestra had some some real um influences by classical music and i'm still still my favorite in fact most of my CDs that i got are classical music

Hypothesis: I have some CDs of barney songs, but those aren't most of my CDs. ",2
"Premise: for me now the address is the same you know my my office address

Hypothesis: I am able to receive mail at my workplace.",1
"Premise: so i don't completely agree with that either

Hypothesis: I have different reasons for doubting each.",1
"Premise: The media focused on Liggett's admissions of the obvious--that cigarettes are addictive and cause cancer and heart disease--and its agreement to pay the states a quarter of its (relatively small) pretax profits for the next 25 years.

Hypothesis: The media reported on Lingett's insistence that cigarettes don't cause cancer.",2
"Premise: The AMS system also allows users to search the full text of the public comments, identifies form letter comments and ex parte communications,8 and provides a list of related government web sites-features that are currently not available in the DOT docket management system.

Hypothesis: The AMS system is the most popular hot dog stand outside of the Pentagon.",2
"Premise: Children will enjoy the little steam train that loops around the bay to Le Crotoy in the summer.

Hypothesis: There is no way around the bay to Le Crotoy.",2
"Premise: Took forever.

Hypothesis: Was quick",2
"Premise: yes i've had a German Shepherd that did that one time

Hypothesis: I have never had a pet dog in my entire life.",2
"Premise: The islands' names refer to the different force winds hitting them, not their topography.

Hypothesis: The islands are exposed to winter only during the winter.",1
"Premise: General Motors, for instance, lost $460 million to strikes in 1997, but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened.

Hypothesis: GM lost a lot of money in labor disputes.",0
"Premise: Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.

Hypothesis: Pro-choices say the close-up images are unfair to women.",1
"Premise: I am glad she wasn't, said Jon.

Hypothesis: Jon was sad that she wasn't happy. ",1
"Premise: oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they

Hypothesis: He will probably lose form in jail and be excluded from the first team for the rest of the year, so he's essentially getting paid for doing nothing.",1
"Premise: I don't know.

Hypothesis: I am not sure.",0
"Premise: News berates computer users for picking obvious, easily cracked passwords and chastises system administrators for ignoring basic security precautions.

Hypothesis: The media chastises users for picking unsafe passwords and system administrators for not implementing effective security precautions.",0
"Premise: It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.

Hypothesis: A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century.",0
"Premise: Clearly, GAO needs assistance to meet its looming human capital challenges.

Hypothesis: GAO will soon be suffering from a shortage of qualified personnel.",1
"Premise: Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.

Hypothesis: There aren't a lot of firm that can boast 40,000 different workplace locations.",0
"Premise: Why blame her because she had been true to her creed? 

Hypothesis: The woman blamed herself as well.",1
"Premise: Candle grease? 

Hypothesis: There was candle grease on the table.",1
"Premise: Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root?  Dave shook his head.

Hypothesis: My soul has lived in the dirt of a swamp before.",1
"Premise: yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that

Hypothesis: I usually wait until June before I put anything in the ground.",2
"Premise: Last year at Tuscaloosa's Turning Point Domestic Violence Sexual Assault Services, half of the 160 women who sought shelter used Legal Services, said executive director Kathy Benitez.

Hypothesis: The other half of the women were scared that the legal system was against them, so were too scared to use the Legal Services.",1
"Premise: Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.

Hypothesis: Knowing this in no way helps the worker's understanding.",2
"Premise: The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.

Hypothesis: The avenue goes towards the Divan Tower and the Grand Vezir's Office.  ",0
"Premise: yeah that's that's a big step yeah

Hypothesis: Yes, you have to be committed to make that big step.",1
"Premise: and the nurses aren't no see you have to pay that

Hypothesis: You don't have to pay for that.",2
"Premise: One or two, replied Tommy modestly, and plunged into his recital.

Hypothesis: Tommy replied and then worked on his recital.",0
"Premise: We look forward to receiving comments from the readers of this paper.

Hypothesis: They discourage people from making comments about the paper.",2
"Premise: But the world is not run for the edification of tourists.

Hypothesis: The tourists expected the natives to be just like them.",1
"Premise: Built in a.d. 688 691, it is decorated in thousands of exquisite, predominantly blue and yellow, Persian ceramic tiles, with Koranic scriptures on the lintels.

Hypothesis: The Koranic scriptures on the Persian ceramic tiles depict various outdoor nature scenes.",1
"Premise: More works can be seen in the museum attached to the cathedral (admission is around 100 pe?­setas).

Hypothesis: The museum attached to the cathedral has art in it.",0
"Premise: Be sure to look around and compare before buying.

Hypothesis: Don't consider and compare before buying.",2
"Premise: Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.

Hypothesis: Most people that master the Creole dance learn it as adults.",2
"Premise: right oh they've really done uh good job of keeping everybody informed of what's going on sometimes i've wondered if it wasn't almost more than we needed to know

Hypothesis: I don't think I have shared enough information with everyone. ",2
"Premise: Once there, he or she must alight from the vehicle and proceed to the mailbox, then return to the vehicle, turn it around and proceed to the road.

Hypothesis: They must get out of the vehicle to go to the mailbox.",0
